	KeywordRepititions	FieldRepititions	NumCoAuthored	NumOfReferences	NumOfReferencedBy	AffRepititions	ConfRepititions
867	0	0	1	25	0	1	3
868	0	0	1	0	0	5	5
869	0	0	1	0	0	1	1
870	1	1	1	15	11	0	8
871	1	1	1	15	11	0	6
872	1	1	1	15	11	0	10
873	0	0	1	22	0	0	1
874	0	0	1	22	0	0	1
875	1	1	1	14	19	2	1
876	1	1	1	14	19	2	1
877	0	0	1	0	0	4	4
878	0	0	1	1	0	12	7
879	1	1	1	14	6	1	1
880	1	1	1	34	15	0	2
881	1	1	1	32	17	0	2
882	1	1	1	67	20	0	12
883	0	0	1	20	2	2	2
884	0	0	1	18	2	0	3
885	1	1	1	17	10	0	2
886	1	1	1	17	10	0	2
887	1	1	1	17	10	0	2
888	1	1	1	0	12	2	2
889	1	1	1	19	13	3	1
890	1	1	3	49	31	0	50
891	1	1	2	21	16	6	4
892	1	1	1	21	10	0	4
893	1	1	1	23	8	0	4
894	1	1	1	21	10	0	4
895	1	1	2	40	23	0	7
896	1	1	1	21	8	3	2
897	1	1	1	0	8	0	2
898	1	1	2	21	16	6	4
899	0	0	1	0	0	1	1
900	0	0	1	0	0	1	1
901	1	1	2	57	5	9	4
902	1	1	1	27	0	3	2
903	1	1	1	27	0	3	2
904	2	2	2	67	28	0	12
905	2	2	2	67	28	0	8
906	1	1	1	47	28	0	4
907	1	1	1	23	0	4	4
908	1	1	1	23	0	4	4
909	1	1	1	23	0	4	4
910	1	1	1	23	0	0	4
911	1	1	2	38	26	0	4
912	1	1	1	15	8	0	2
913	1	1	2	38	26	0	4
914	0	0	2	15	4	6	6
915	0	0	1	28	0	3	3
916	1	1	1	39	7	0	48
917	1	1	1	74	15	0	76
918	1	1	1	37	2	10	9
919	1	1	1	37	2	30	45
920	1	1	1	32	4	0	9
921	1	1	1	2	7	10	5
922	0	0	1	0	4	0	4
923	1	1	2	61	80	10	5
924	1	1	1	44	26	0	8
925	1	1	1	26	54	0	24
926	1	1	4	109	112	40	23
927	1	1	1	44	26	10	8
928	1	1	1	37	26	5	5
929	1	1	1	30	2	1	1
930	1	1	1	30	2	0	9
931	1	1	1	30	2	1	1
932	0	0	1	9	10	7	8
933	1	1	1	32	2	0	1
934	1	1	1	32	2	0	1
935	1	1	1	32	2	0	1
936	1	1	1	0	13	0	10
937	1	1	1	0	14	1	7
938	1	1	1	0	13	1	3
939	1	1	1	26	10	1	2
940	0	0	1	35	2	1	1
941	0	0	1	35	2	1	1
942	0	0	1	35	2	0	2
943	0	0	1	35	2	0	1
944	1	1	1	40	31	0	5
945	1	1	1	14	5	0	2
946	1	1	3	143	32	18	11
947	1	1	1	34	3	1	1
948	1	1	1	34	3	1	1
949	1	1	1	34	3	1	1
950	1	1	1	0	0	0	1
951	1	1	1	0	0	0	1
952	0	0	2	72	14	8	8
953	1	1	1	51	1	1	4
954	1	1	1	48	0	0	6
955	1	1	1	66	0	0	8
956	0	0	1	22	0	0	1
957	1	1	3	75	32	7	20
958	1	1	1	61	5	0	87
959	1	1	1	39	2	7	5
960	1	1	1	39	27	0	10
961	1	1	1	0	3	7	5
962	1	1	1	41	3	1	2
963	1	1	1	1	3	0	15
964	1	1	1	17	10	0	1
965	1	1	1	17	10	0	1
966	1	1	1	15	91	0	1
967	1	1	1	15	91	0	1
968	0	0	1	0	5	0	1
969	1	1	2	20	16	16	8
970	1	1	1	18	9	2	1
971	1	1	1	18	9	2	1
972	0	0	1	24	2	0	4
973	1	1	1	38	3	0	96
974	1	1	1	26	2	0	5
975	1	1	1	29	2	0	25
976	1	1	1	2	3	0	14
977	1	1	1	37	22	6	9
978	1	1	5	119	30	0	70
979	1	1	1	31	4	0	10
980	1	1	6	170	25	20	60
981	1	1	1	31	4	0	10
982	1	1	2	35	2	20	20
983	1	1	2	34	13	0	30
984	1	1	2	72	19	50	30
985	1	1	1	34	10	0	10
986	1	1	4	118	16	0	40
987	1	1	1	35	2	0	6
988	1	1	1	35	2	0	6
989	1	1	1	35	2	0	3
990	1	1	1	37	0	3	3
991	1	1	1	37	0	3	3
992	1	1	1	35	2	3	3
993	1	1	2	34	11	24	5
994	1	1	1	21	0	2	1
995	1	1	1	2	11	2	1
996	1	1	2	28	11	20	3
997	1	1	1	23	25	5	4
998	1	1	1	25	18	5	1
999	0	0	1	32	17	0	8
1000	1	1	1	25	25	25	16
1001	0	0	1	32	17	0	4
1002	1	1	1	21	2	0	1
1003	1	1	2	68	0	8	4
1004	0	1	1	7	0	24	22
1005	0	0	2	0	0	0	5
1006	0	0	1	0	0	0	4
1007	1	1	1	33	1	2	6
1008	1	1	1	33	1	0	6
1009	1	1	1	33	1	2	6
1010	1	1	1	34	0	0	6
1011	1	1	2	89	5	8	4
1012	0	0	1	10	0	1	1
1013	1	1	1	22	13	0	6
1014	1	1	1	19	11	0	1
1015	1	1	1	20	2	1	1
1016	1	1	1	20	2	1	1
1017	1	1	1	2	7	0	5
1018	1	1	3	54	238	27	13
1019	1	1	1	22	130	0	2
1020	1	1	1	33	2	0	2
1021	2	2	2	28	2	2	4
1022	1	1	1	28	2	1	2
1023	1	1	1	28	2	0	2
1024	1	1	1	1	7	2	3
1025	0	0	1	24	35	0	1
1026	0	0	1	26	35	0	3
1027	0	0	1	24	35	0	1
1028	1	1	2	39	32	4	4
1029	1	1	1	16	26	10	10
1030	1	1	1	16	26	2	2
1031	1	1	1	16	26	0	2
1032	1	1	1	29	12	1	1
1033	1	1	1	14	5	0	3
1034	1	1	1	14	5	0	3
1035	1	1	5	92	15	21	15
1036	1	1	5	233	19	109	112
1037	1	1	1	31	1	0	4
1038	1	1	1	19	1	8	8
1039	1	1	1	31	1	4	4
1040	0	0	1	18	0	1	1
1041	0	0	1	19	0	0	3
1042	0	0	1	20	0	8	5
1043	1	1	1	25	3	0	5
1044	1	1	1	25	3	0	5
1045	1	1	2	64	12	15	10
1046	1	1	1	32	12	5	5
1047	1	1	1	32	12	5	5
1048	1	1	2	25	21	10	10
1049	1	1	1	33	2	0	6
1050	1	1	3	104	7	99	50
1051	1	1	1	55	30	33	22
1052	1	1	1	65	2	0	27
1053	1	1	1	43	11	0	84
1054	1	1	2	60	40	66	30
1055	1	1	1	19	4	0	88
1056	1	1	1	0	3	0	22
1057	1	1	2	27	18	0	44
1058	1	1	1	28	13	0	5
1059	1	1	2	27	12	66	44
1060	0	0	1	31	9	0	27
1061	1	1	1	67	18	363	106
1062	1	1	1	17	0	33	49
1063	1	1	1	44	0	33	22
1064	1	1	2	107	15	0	62
1065	1	1	1	33	13	165	42
1066	1	1	1	34	9	0	44
1067	1	1	1	28	46	0	6
1068	1	1	2	27	12	0	44
1069	1	1	1	28	13	0	5
1070	1	1	1	59	33	66	44
1071	1	1	1	16	15	33	22
1072	1	1	1	55	30	33	22
1073	1	1	1	29	46	66	11
1074	1	1	2	77	0	0	28
1075	1	1	1	33	46	0	12
1076	1	1	4	104	55	33	72
1077	1	1	4	104	55	33	72
1078	0	0	1	34	1	33	28
1079	1	1	1	27	9	0	22
1080	1	1	1	28	13	0	5
1081	1	1	1	0	3	33	22
1082	1	1	1	44	0	33	22
1083	1	1	1	0	9	0	22
1084	1	1	2	27	18	0	44
1085	1	1	1	28	13	0	5
1086	1	1	2	56	10	0	23
1087	1	1	3	81	43	16	10
1088	1	1	1	27	5	8	4
1089	0	0	1	20	0	0	2
1090	0	0	1	17	0	0	1
1091	1	1	1	35	0	1	1
1092	1	1	1	16	33	0	1
1093	1	1	1	17	33	5	4
1094	1	1	1	16	33	1	1
1095	1	1	1	17	33	4	5
1096	1	1	1	15	5	0	5
1097	1	1	1	44	2	0	12
1098	1	1	1	37	17	0	6
1099	1	1	1	54	3	0	6
1100	1	1	3	183	22	0	49
1101	1	1	1	28	0	0	1
1102	1	1	1	28	0	0	1
1103	0	0	1	0	5	0	5
1104	1	1	1	0	1	6	1
1105	1	1	1	0	1	2	2
1106	1	1	2	72	9	0	6
1107	0	0	1	18	1	54	12
1108	0	0	1	18	0	0	1
1109	1	1	1	16	3	0	1
1110	1	1	1	20	10	0	1
1111	1	1	1	20	10	1	1
1112	1	1	1	21	5	0	12
1113	0	0	1	31	6	0	16
1114	1	1	4	80	36	1	36
1115	0	0	1	28	4	0	16
1116	1	1	2	32	6	0	12
1117	1	1	1	32	6	0	8
1118	1	1	1	29	12	0	20
1119	1	1	1	49	0	0	4
1120	1	1	1	69	0	0	4
1121	1	1	1	35	11	0	9
1122	1	1	1	12	3	1	1
1123	1	1	1	14	5	0	3
1124	1	1	1	24	17	0	1
1125	1	1	1	32	17	0	4
1126	1	1	1	52	19	0	25
1127	1	1	1	24	17	0	1
1128	1	1	2	70	10	42	36
1129	1	1	1	21	4	0	18
1130	1	1	1	32	0	0	20
1131	1	1	1	25	2	0	19
1132	1	2	1	17	5	42	36
1133	1	1	1	28	6	21	18
1134	1	1	2	60	17	42	36
1135	1	1	3	76	55	63	54
1136	1	1	1	19	4	21	18
1137	1	1	1	45	12	0	72
1138	1	1	1	26	2	0	19
1139	1	1	1	21	4	21	18
1140	1	1	1	43	12	0	18
1141	0	0	1	19	0	0	1
1142	0	0	1	19	0	0	1
1143	1	1	1	26	0	0	2
1144	1	1	1	32	9	0	8
1145	0	0	1	19	0	0	1
1146	1	1	1	26	2	0	7
1147	1	1	4	118	16	0	42
1148	1	1	1	26	2	0	7
1149	0	0	1	20	2	0	14
1150	1	1	5	69	16	29	23
1151	1	1	5	69	16	29	23
1152	1	1	1	39	20	7	7
1153	1	1	1	39	20	7	7
1154	1	1	1	43	12	0	21
1155	1	1	1	32	10	0	7
1156	1	1	4	104	14	29	28
1157	1	1	1	16	2	0	1
1158	1	1	1	54	25	14	28
1159	0	0	1	0	0	7	1
1160	1	1	1	20	2	3	3
1161	0	0	1	20	8	0	48
1162	0	0	1	0	0	12	12
1163	1	1	1	25	1	0	25
1164	1	1	1	21	1	0	2
1165	1	1	1	21	1	0	2
1166	1	1	2	78	28	10	4
1167	1	1	2	66	28	8	2
1168	1	1	2	82	28	22	6
1169	1	1	2	66	28	4	2
1170	1	1	1	36	26	0	1
1171	1	1	1	5	7	0	19
1172	0	0	1	14	1	1	1
1173	0	0	1	14	1	0	1
1174	0	0	1	14	1	1	1
1175	0	0	1	14	1	1	4
1176	1	1	1	0	0	1	1
1177	1	1	1	0	0	0	1
1178	1	1	1	0	0	1	1
1179	1	1	3	61	19	9	9
1180	1	1	1	35	3	1	1
1181	1	1	1	17	33	0	4
1182	1	1	1	16	33	0	1
1183	1	1	1	17	33	0	5
1184	1	1	1	30	2	0	9
1185	1	1	1	30	2	1	1
1186	1	1	4	63	37	20	13
1187	1	1	1	17	33	5	4
1188	1	1	5	80	70	20	21
1189	1	1	1	33	2	0	1
1190	1	1	1	33	2	1	1
1191	1	1	1	24	2	1	1
1192	1	1	1	25	2	0	2
1193	1	1	1	24	2	0	2
1194	0	0	1	21	10	0	3
1195	0	0	1	20	10	0	1
1196	0	0	1	20	10	0	1
1197	1	1	2	36	41	24	9
1198	1	1	1	41	23	0	16
1199	1	1	1	34	23	0	6
1200	1	1	1	26	21	2	2
1201	1	1	1	24	51	0	6
1202	1	1	2	61	82	16	8
1203	1	1	1	27	21	2	2
1204	1	1	1	16	26	10	10
1205	1	1	1	16	26	2	2
1206	1	1	1	16	26	0	2
1207	2	2	3	88	39	0	7
1208	0	0	1	22	11	0	3
1209	1	1	2	63	39	0	5
1210	0	0	1	19	2	12	7
1211	0	0	1	19	2	4	3
1212	1	1	4	85	44	24	12
1213	0	0	1	0	0	4	2
1214	1	1	1	25	0	3	1
1215	1	1	1	25	0	3	1
1216	1	1	1	13	15	0	1
1217	1	1	1	13	15	0	1
1218	0	0	2	16	10	22	24
1219	1	1	2	64	5	6	6
1220	1	1	1	29	5	0	3
1221	1	1	1	29	5	3	3
1222	1	1	1	29	5	0	3
1223	1	1	1	38	27	0	10
1224	1	1	1	37	11	0	4
1225	1	1	2	66	28	0	4
1226	0	0	1	0	0	5	5
1227	1	1	1	15	1	1	1
1228	1	1	1	29	10	0	1
1229	1	1	1	29	10	3	4
1230	1	1	1	29	10	1	2
1231	1	1	1	29	10	0	1
1232	0	0	1	21	10	5	3
1233	0	0	1	21	10	5	3
1234	0	0	1	33	0	5	3
1235	0	0	1	20	0	0	2
1236	1	1	1	26	2	3	5
1237	1	1	1	0	5	2	2
1238	1	1	1	0	5	2	2
1239	1	1	1	0	5	1	1
1240	0	0	1	32	0	0	3
1241	0	0	1	30	0	3	3
1242	1	1	1	15	8	0	2
1243	1	1	2	38	26	4	4
1244	1	1	1	27	56	0	30
1245	0	0	1	0	0	1	1
1246	1	1	1	0	1	15	8
1247	1	1	1	20	18	12	3
1248	1	1	2	62	39	24	12
1249	1	1	1	25	2	0	2
1250	1	1	1	24	2	0	2
1251	0	0	1	0	0	1	1
1252	0	0	1	0	0	1	1
1253	0	0	1	27	0	0	8
1254	0	0	1	20	0	0	1
1255	0	0	1	20	2	0	6
1256	1	1	1	33	2	0	1
1257	1	1	1	23	2	0	1
1258	1	1	1	35	24	2	2
1259	1	1	1	34	24	1	1
1260	1	1	1	34	24	1	3
1261	1	1	1	31	1	0	7
1262	1	1	1	16	3	0	1
1263	1	1	1	20	0	2	1
1264	1	1	1	20	0	0	9
1265	1	1	1	20	0	0	2
1266	0	0	1	16	4	0	4
1267	1	1	1	12	1	2	2
1268	0	0	1	16	4	0	4
1269	0	0	1	16	4	0	4
1270	0	0	1	16	4	0	2
1271	1	1	2	57	34	5	40
1272	1	1	2	18	0	14	16
1273	1	1	1	29	0	1	1
1274	1	1	1	29	5	0	2
1275	1	1	1	29	5	2	2
1276	1	1	1	29	5	0	2
1277	1	1	1	14	5	0	3
1278	0	0	1	0	0	0	1
1279	1	1	1	31	4	0	6
1280	1	1	1	20	2	0	1
1281	1	1	1	26	2	0	4
1282	1	1	1	19	6	0	2
1283	1	1	1	26	32	2	3
1284	1	1	1	23	32	1	1
1285	1	1	1	23	32	4	3
1286	1	1	1	23	32	0	1
1287	1	1	1	23	32	6	4
1288	1	1	1	23	32	2	2
1289	1	1	2	9	13	6	6
1290	1	1	1	17	2	0	2
1291	1	1	1	32	0	1	1
1292	1	1	1	22	0	0	1
1293	1	1	1	22	0	0	1
1294	1	1	1	14	3	0	2
1295	1	1	1	14	3	0	2
1296	1	1	1	14	3	2	2
1297	1	1	1	31	4	0	6
1298	1	1	2	35	2	4	12
1299	1	1	1	33	0	0	18
1300	1	1	2	72	19	10	19
1301	1	1	2	34	10	15	8
1302	1	1	5	118	16	0	25
1303	1	1	1	28	5	0	1
1304	1	1	1	28	5	0	1
1305	1	2	1	17	5	4	4
1306	1	2	1	17	5	6	6
1307	0	0	1	14	1	2	2
1308	0	0	1	14	1	0	2
1309	0	0	1	0	0	0	5
1310	1	1	1	3	1	12	2
1311	0	0	1	0	0	0	5
1312	1	1	1	32	17	5	4
1313	1	1	1	52	19	27	25
1314	1	1	1	24	17	1	1
1315	1	1	1	22	25	5	4
1316	1	1	1	17	0	1	1
1317	1	1	1	44	1	6	10
1318	1	1	1	58	1	0	16
1319	1	1	1	31	1	0	2
1320	0	0	1	24	5	1	2
1321	1	1	1	15	8	0	2
1322	1	1	1	31	6	0	27
1323	1	1	2	45	10	0	4
1324	0	0	1	0	0	0	1
1325	0	0	1	0	0	1	2
1326	1	1	1	26	51	0	20
1327	1	1	1	22	48	0	10
1328	1	1	1	22	48	0	10
1329	1	1	1	22	48	0	10
1330	1	1	1	0	0	0	1
1331	1	1	1	0	0	1	1
1332	1	1	1	21	1	1	1
1333	1	1	1	21	1	2	2
1334	1	1	1	26	32	2	3
1335	1	1	3	99	74	8	10
1336	1	1	1	26	32	0	3
1337	1	1	3	100	74	12	14
1338	1	1	2	63	38	4	6
1339	1	1	1	32	2	1	1
1340	1	1	1	32	2	0	1
1341	1	1	2	81	48	13	24
1342	1	1	1	34	31	3	6
1343	0	0	1	35	2	1	1
1344	0	0	1	35	2	0	2
1345	0	0	1	35	2	0	1
1346	1	1	1	14	3	1	1
1347	1	1	1	14	3	0	1
1348	1	1	1	34	0	12	4
1349	1	1	1	0	1	12	4
1350	1	1	1	24	5	12	4
1351	0	0	1	33	0	12	4
1352	1	1	2	42	28	12	8
1353	0	0	1	33	0	0	4
1354	1	1	9	187	48	120	51
1355	1	1	1	28	0	0	1
1356	1	1	1	29	10	0	4
1357	1	1	1	29	10	0	2
1358	1	1	1	29	10	0	1
1359	1	1	1	49	2	0	68
1360	1	1	1	37	2	1	4
1361	1	1	1	33	27	0	8
1362	1	1	1	0	3	1	4
1363	0	0	1	0	0	0	6
1364	1	1	1	21	0	0	2
1365	1	1	1	29	0	0	8
1366	1	1	2	50	8	6	3
1367	1	1	1	50	8	4	2
1368	1	1	1	0	0	0	1
1369	1	1	1	28	2	2	2
1370	1	1	1	28	2	0	2
1371	0	0	1	20	10	1	1
1372	1	1	1	28	5	0	1
1373	1	1	1	32	2	0	1
1374	1	1	1	23	32	4	3
1375	1	1	1	23	32	0	1
1376	1	1	1	23	32	6	4
1377	1	1	1	23	32	2	2
1378	1	1	2	78	28	20	4
1379	1	1	5	205	40	55	14
1380	1	1	2	78	28	10	4
1381	1	1	1	47	27	0	4
1382	1	1	1	41	2	10	1
1383	1	1	1	27	40	9	4
1384	0	0	1	0	0	0	1
1385	0	0	1	0	0	0	1
1386	0	0	1	0	0	0	1
1387	0	0	1	19	0	0	3
1388	0	0	1	20	0	8	5
1389	1	1	2	21	86	18	9
1390	1	1	2	35	1	0	15
1391	0	0	1	26	35	1	3
1392	0	0	1	24	35	0	1
1393	0	0	1	14	1	0	1
1394	0	0	1	14	1	1	1
1395	0	0	1	14	1	1	4
1396	0	0	5	65	13	32	68
1397	0	0	5	65	13	32	68
1398	0	0	7	147	18	48	94
1399	0	0	7	147	18	48	94
1400	0	0	2	28	9	0	51
1401	1	1	2	33	9	0	48
1402	0	0	1	23	6	0	13
1403	1	1	3	132	34	48	29
1404	0	0	1	47	1	0	39
1405	0	0	1	13	7	0	13
1406	0	0	1	29	0	0	13
1407	0	0	1	22	8	0	16
1408	1	1	1	39	12	13	8
1409	1	1	1	35	6	2	1
1410	1	1	1	32	5	0	2
1411	0	0	1	24	0	0	4
1412	1	1	1	22	1	2	1
1413	1	1	1	24	162	0	4
1414	1	1	1	30	0	1	2
1415	1	1	2	72	1	0	6
1416	0	0	1	41	0	27	25
1417	0	0	1	24	0	5	2
1418	1	1	1	26	2	0	4
1419	0	0	1	0	0	1	1
1420	0	0	1	0	0	1	1
1421	0	0	1	24	0	4	4
1422	1	1	1	13	0	1	2
1423	1	1	1	28	0	10	2
1424	0	0	1	77	6	0	141
1425	1	1	1	37	2	0	17
1426	0	0	1	27	3	0	17
1427	0	0	1	21	23	2	2
1428	0	0	1	20	2	0	8
1429	0	0	1	34	10	0	36
1430	1	1	1	17	0	0	8
1431	0	0	1	30	6	0	16
1432	0	0	1	31	9	0	12
1433	0	0	1	31	9	0	8
1434	1	1	1	50	2	2	3
1435	0	0	1	24	2	0	1
1436	0	0	1	24	2	0	1
1437	0	0	1	24	2	0	1
1438	0	0	1	0	0	2	1
1439	0	0	1	14	1	0	1
1440	0	0	1	14	1	3	4
1441	0	0	1	24	2	0	1
1442	0	0	1	24	2	0	1
1443	0	0	1	22	11	8	3
1444	1	1	2	63	39	6	4
1445	0	0	1	35	2	0	2
1446	0	0	1	35	2	0	1
1447	0	0	1	2	0	22	11
1448	1	1	1	13	15	2	1
1449	1	1	1	14	3	1	1
1450	1	1	1	15	91	1	1
1451	1	1	1	59	2	0	32
1452	1	1	1	33	1	0	4
1453	0	0	1	29	5	0	2
1454	0	0	1	29	5	0	1
1455	0	0	1	29	5	0	1
1456	0	0	1	29	5	0	1
1457	1	1	1	26	51	2	2
1458	1	1	1	26	51	2	2
1459	1	1	1	26	51	2	2
1460	1	1	1	25	4	5	5
1461	1	1	1	27	5	8	4
1462	1	1	1	35	0	0	108
1463	1	1	2	42	33	0	26
1464	1	1	1	51	2	0	48
1465	1	1	2	137	7	0	300
1466	1	1	1	25	0	0	24
1467	1	1	1	28	0	0	12
1468	1	1	3	44	3	30	17
1469	1	1	1	22	48	1	1
1470	1	1	1	22	48	1	1
1471	1	1	2	51	17	6	6
1472	1	1	1	34	12	0	2
1473	1	1	2	32	4	0	5
1474	1	1	2	33	4	0	7
1475	1	1	1	0	2	0	2
1476	1	1	1	0	2	2	2
1477	1	1	1	0	2	0	3
1478	1	1	1	0	1	0	1
1479	1	1	2	34	5	22	5
1480	1	1	1	1	5	0	25
1481	1	1	1	1	4	0	4
1482	1	1	1	18	0	2	1
1483	1	1	1	29	0	11	16
1484	1	1	1	31	4	2	2
1485	1	1	1	40	5	0	8
1486	1	1	1	31	4	0	4
1487	1	1	1	18	8	0	4
1488	1	1	1	20	6	0	4
1489	1	1	1	18	8	0	4
1490	1	1	1	21	12	0	6
1491	1	1	1	18	6	2	2
1492	1	1	1	0	6	0	2
1493	1	1	2	18	12	4	4
1494	1	1	1	27	0	2	2
1495	1	1	1	27	0	2	2
1496	0	0	1	0	0	1	1
1497	1	1	1	69	31	27	25
1498	1	1	1	20	11	8	3
1499	0	0	1	26	11	0	6
1500	1	1	1	38	27	16	10
1501	1	1	1	40	26	8	8
1502	1	1	1	20	11	8	3
1503	1	1	2	61	33	26	13
1504	1	1	1	41	12	0	16
1505	1	1	1	32	1	13	8
1506	1	1	3	67	38	39	21
1507	0	0	1	25	3	13	8
1508	0	0	1	25	0	13	8
1509	0	0	1	25	0	13	8
1510	1	1	1	22	5	10	2
1511	0	0	1	14	1	1	4
1512	1	1	2	50	5	6	6
1513	1	1	1	30	5	0	3
1514	1	1	1	33	21	1	1
1515	1	1	1	20	0	0	9
1516	1	1	1	20	0	0	2
1517	1	1	1	29	0	16	12
1518	1	1	1	16	2	0	1
1519	0	0	1	0	0	4	1
1520	0	0	1	0	0	1	1
1521	0	0	1	0	0	0	1
1522	1	1	1	11	0	1	1
1523	1	1	1	11	0	1	1
1524	1	1	1	24	12	0	3
1525	1	1	1	22	12	1	1
1526	1	1	1	22	12	0	1
1527	1	1	1	22	12	1	1
1528	1	1	1	20	4	0	4
1529	1	1	2	18	6	0	4
1530	1	1	2	21	8	2	6
1531	1	1	1	18	4	0	2
1532	1	1	1	0	2	2	2
1533	1	1	1	18	8	0	4
1534	1	1	1	22	0	0	1
1535	1	1	1	26	2	0	2
1536	1	1	1	26	2	0	2
1537	0	1	1	17	4	0	4
1538	0	1	1	17	4	0	4
1539	0	0	1	16	4	0	2
1540	1	1	2	29	10	4	8
1541	1	1	1	26	0	0	20
1542	1	1	1	25	0	0	4
1543	1	1	1	25	0	0	4
1544	1	1	1	29	10	0	4
1545	0	0	1	0	0	0	2
1546	1	1	2	82	28	44	6
1547	1	1	2	66	28	8	2
1548	1	1	1	36	27	0	1
1549	1	1	1	22	48	1	1
1550	0	0	1	24	0	2	2
1551	0	0	1	24	0	2	2
1552	1	1	1	35	6	0	2
1553	1	1	5	89	5	6	36
1554	1	1	5	89	5	6	36
1555	0	0	1	7	2	0	17
1556	0	0	1	19	8	0	6
1557	0	0	1	0	0	1	1
1558	1	1	1	40	0	3	3
1559	0	0	1	21	3	0	8
1560	0	0	1	21	3	0	1
1561	1	1	1	34	12	0	3
1562	1	1	4	131	68	35	74
1563	1	1	4	131	68	35	74
1564	1	1	1	45	27	0	4
1565	1	1	1	45	27	4	4
1566	1	1	1	27	42	0	1
1567	0	0	1	39	2	0	27
1568	0	0	1	27	0	0	8
1569	1	1	3	80	49	55	35
1570	1	1	3	94	36	33	24
1571	0	0	1	40	2	0	43
1572	1	1	1	42	9	0	8
1573	1	1	1	37	23	0	8
1574	1	1	1	20	34	11	3
1575	1	1	1	18	8	1	1
1576	0	0	1	24	0	1	1
1577	1	1	1	24	2	0	2
1578	0	0	1	29	5	0	36
1579	1	1	1	30	2	0	9
1580	1	1	3	56	47	21	27
1581	1	1	2	41	0	1	18
1582	1	1	2	41	0	1	18
1583	0	0	1	24	4	7	9
1584	0	0	1	24	4	7	9
1585	1	1	2	24	4	0	18
1586	1	1	2	56	47	14	18
1587	0	0	1	34	2	0	13
1588	0	0	1	34	2	0	9
1589	1	1	4	98	6	24	16
1590	1	1	4	63	37	16	16
1591	1	1	1	28	2	0	1
1592	1	1	1	39	7	0	2
1593	1	1	1	25	0	1	1
1594	1	1	1	27	0	0	1
1595	1	1	1	26	0	1	1
1596	0	0	2	19	6	11	23
1597	0	0	2	102	6	9	15
1598	0	0	1	46	1	0	21
1599	0	0	1	10	4	0	7
1600	1	1	1	38	19	1	1
1601	1	1	1	47	20	2	4
1602	1	1	1	34	3	1	1
1603	1	1	1	34	3	1	1
1604	0	0	1	14	1	0	1
1605	0	0	1	20	3	7	3
1606	0	0	1	29	5	0	12
1607	0	0	1	29	5	0	8
1608	1	1	1	30	0	1	1
1609	1	1	1	39	0	0	3
1610	1	1	1	23	32	0	3
1611	1	1	4	126	84	24	14
1612	1	1	2	61	40	8	6
1613	1	1	1	24	12	0	3
1614	1	1	2	31	7	0	86
1615	1	1	2	82	28	22	6
1616	1	1	1	50	29	0	12
1617	0	0	1	27	0	11	3
1618	1	1	1	24	12	0	3
1619	1	1	1	1	4	0	8
1620	1	1	1	24	12	0	3
1621	0	0	1	10	4	0	3
1622	1	1	1	47	2	22	5
1623	1	1	1	38	0	0	2
1624	1	1	1	33	2	15	12
1625	0	0	1	38	2	0	21
1626	1	1	1	18	34	5	1
1627	1	1	1	29	10	0	2
1628	1	1	1	47	20	2	4
1629	1	1	1	23	32	0	4
1630	1	1	1	23	32	0	2
1631	1	1	1	20	4	0	4
1632	1	1	1	23	6	0	6
1633	1	1	1	20	3	0	2
1634	1	1	1	20	6	0	4
1635	0	0	1	35	2	0	15
1636	1	1	1	30	23	0	3
1637	0	0	1	29	5	2	1
1638	0	0	1	29	5	0	1
1639	0	0	1	29	5	0	1
1640	1	1	1	30	1	0	1
1641	1	1	1	30	1	1	1
1642	1	1	1	24	3	1	1
1643	1	1	1	25	0	2	2
1644	1	1	1	17	13	1	1
1645	1	1	1	0	0	0	1
1646	1	1	1	26	0	0	5
1647	1	1	1	26	0	0	5
1648	0	0	1	26	35	0	3
1649	1	1	1	39	24	0	1
1650	1	1	5	249	54	135	112
1651	1	1	1	48	22	10	16
1652	1	1	1	32	17	5	4
1653	1	1	1	34	9	0	5
1654	1	1	1	43	12	0	13
1655	1	1	1	26	2	1	1
1656	0	0	1	46	1	0	6
1657	1	1	1	0	0	0	1
1658	1	1	1	25	0	1	1
1659	1	1	1	14	3	0	1
1660	1	1	1	27	0	1	1
1661	1	1	1	17	33	4	5
1662	1	1	1	54	24	0	5
1663	1	1	2	54	25	0	20
1664	1	1	1	26	37	0	1
1665	1	1	1	26	37	0	2
1666	1	1	1	28	4	0	10
1667	1	1	1	29	4	0	15
1668	1	1	2	21	8	0	6
1669	1	1	1	18	4	0	2
1670	1	1	1	0	2	0	2
1671	1	1	1	18	8	0	4
1672	1	1	1	22	12	0	1
1673	1	1	1	22	12	1	1
1674	1	1	1	35	24	2	2
1675	1	1	1	35	24	2	6
1676	1	1	1	30	1	0	1
1677	0	0	1	26	15	0	2
1678	1	1	1	41	1	0	25
1679	1	1	3	60	1	54	62
1680	1	1	2	98	6	54	37
1681	1	1	6	166	9	143	98
1682	0	0	1	16	0	0	12
1683	1	1	2	53	2	54	50
1684	1	1	3	81	48	54	100
1685	1	1	3	81	48	54	100
1686	1	1	1	62	1	27	25
1687	1	1	1	52	19	27	25
1688	1	1	2	32	10	0	6
1689	0	0	1	19	2	3	2
1690	1	1	1	11	0	1	1
1691	0	0	2	60	4	8	8
1692	0	0	1	0	0	6	4
1693	1	1	2	61	40	12	8
